dataname,auditor_idx,vulnerability,function_name
2018-19831,0,Integer Overflow,distr
2018-19831,0,Integer Overflow,minting24
2018-19831,0,Access Control,transferOwnership
2018-19831,0,Access Control,enableWhitelist
2018-19831,0,Access Control,disableWhitelist
2018-19831,1,Integer Overflow,distributeAmounts
2018-19831,2,Initial owner balance not set correctly,ToOwner
2018-19831,2,Uncontrolled initialization of totalDistributed,Mining24
2018-19831,2,Lack of validation for input parameters,setParameters
2018-19831,2,Potential misuse of ownership transfer,transferOwnership
2018-19831,2,Inadequate access control in whitelist management,enableWhitelist
2018-19831,2,Inadequate access control in whitelist management,disableWhitelist
2018-19831,2,Distribution cannot be stopped once started,finishDistribution
2018-19831,2,Uncontrolled distribution of tokens,distr
2018-19831,2,Uncontrolled distribution via airdrop,airdrop
2018-19831,2,Uncontrolled distribution via distribution function,distribution
2018-19831,2,Uncontrolled distribution via distributeAmounts function,distributeAmounts
2018-19831,2,Uncontrolled distribution via getTokens function,getTokens
2018-19831,2,Potential misuse of balanceOf function,balanceOf
2018-19831,2,Lack of validation for transfer amount,transfer
2018-19831,2,Lack of validation for transferFrom amount,transferFrom
2018-19831,2,Lack of validation for approval amount,approve
2018-19831,2,Potential misuse of allowance function,allowance
2018-19831,2,Potential misuse of getTokenBalance function,getTokenBalance
2018-19831,2,Uncontrolled withdrawal of funds,withdraw
2018-19831,2,Uncontrolled burning of tokens,burn
2018-19831,2,Uncontrolled withdrawal of foreign tokens,withdrawForeignTokens
