dataname,auditor_idx,vulnerability,function_name
2018-14576,0,Integer Overflow,mintTokens
2018-14576,0,Integer Overflow,transfer
2018-14576,0,Integer Overflow,approve
2018-14576,0,Integer Overflow,transferFrom
2018-14576,1,Integer Overflow,mintTokens
2018-14576,1,Trade Unexpected Token,transfer
2018-14576,1,Trade Unexpected Token,transferFrom
2018-14576,1,Trade Unexpected Token,approve
2018-14576,1,Trade Unexpected Token,approveAndCall
2018-14576,2,Integer Overflow,mintTokens
2018-14576,2,Integer Overflow,transfer
2018-14576,2,Integer Overflow,transferFrom
2018-14576,2,Integer Overflow,approve
2018-14576,2,Integer Overflow,burnTokens
2018-14576,2,Integer Overflow,freezeTransfersUntil
2018-14576,2,Access Control,isRestrictedAddress
