dataname,auditor_idx,vulnerability,function_name
2018-11335,0,Integer Overflow,mint
2018-11335,0,Access Control,unfreeze
2018-11335,0,Integer Overflow,transfer
2018-11335,0,Integer Overflow,migrate
2018-11335,0,Access Control,setMigrationMaster
2018-11335,0,Access Control,setMigrationAgent
2018-11335,0,Integer Overflow,migrateFrom
2018-11335,0,Integer Overflow,increaseApproval
2018-11335,0,Integer Overflow,decreaseApproval
2018-11335,0,Integer Overflow,approve
2018-11335,0,Integer Overflow,transferFrom
