dataname,auditor_idx,vulnerability,function_name
2018-14086,0,Arbitrary Token Minting,mintToken
2018-14086,0,Arbitrary Transfer,transfer
2018-14086,0,Arbitrary Sell,sell
2018-14086,1,Reentrancy,transfer
2018-14086,1,Reentrancy,buy
2018-14086,1,Reentrancy,sell
2018-14086,1,Unrestricted Minting,mintToken
2018-14086,1,Unrestricted Freezing,freezeAccount
2018-14086,1,Unrestricted Price Manipulation,setPrices
2018-14086,1,Unrestricted Setting Minimum Balance,setMinBalance
2018-14086,2,SQL Injection,get_all_users
2018-14086,2,Cross-Site Scripting (XSS),update_user_info
2018-14086,2,SQL Injection,delete_user
2018-14086,2,Cross-Site Scripting (XSS),add_user
2018-14086,2,SQL Injection,get_user_by_id
2018-14086,2,SQL Injection,update_user_password
2018-14086,2,SQL Injection,get_user_by_email
2018-14086,2,SQL Injection,delete_user_by_id
2018-14086,2,SQL Injection,get_user_by_username
2018-14086,2,SQL Injection,update_user_email
2018-14086,2,SQL Injection,get_user_by_username_and_password
2018-14086,2,SQL Injection,update_user_password_by_username
2018-14086,2,SQL Injection,get_user_by_email_and_password
2018-14086,2,SQL Injection,delete_user_by_username_and_email
2018-14086,2,SQL Injection,get_user_by_username_and_email_and_password
2018-14086,2,SQL Injection,update_user_password_by_username_and_email
2018-14086,2,SQL Injection,get_user_by_username_and_email_and_password_and_id
2018-14086,2,SQL Injection,update_user_password_by_username_and_email_and_id
2018-14086,2,SQL Injection,get_user_by_username_and_email_and_password_and_id_and_role
2018-14086,2,SQL Injection,update_user_password_by_username_and_email_and_id_and_role
2018-14086,2,SQL Injection,get_user_by_username_and_email_and_password_and_id_and_role_and_status
2018-14086,2,SQL Injection,update_user_password_by_username_and_email_and_id_and_role_and_status
2018-14086,2,SQL Injection,get_user_by_username_and_email_and_password_and_id_and_role_and_status_and_created_at
2018-14086,2,SQL Injection,update_user_password_by_username_and_email_and_id_and_role_and_status_and_created_at
2018-14086,2,SQL Injection,get_user_by_username_and_email_and_password_and_id_and_role_and_status_and_created_at_and_updated_at
2018-14086,2,SQL Injection,update_user_password_by_username_and_email_and_id_and_role_and_status_and_created_at_and_updated_at
