dataname,auditor_idx,vulnerability,function_name
2018-11561,1,The function totalSupply() is declared as constant but it is not marked as view. This can lead to potential issues when calling the function from other contracts.,totalSupply
2018-11561,1,The function balanceOf() is declared as constant but it is not marked as view. This can lead to potential issues when calling the function from other contracts.,balanceOf
2018-11561,1,The function transfer() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,transfer
2018-11561,1,The function transferFrom() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,transferFrom
2018-11561,1,The function approve() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,approve
2018-11561,1,The function allowance() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,allowance
2018-11561,1,The function distributeToken() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,distributeToken
2018-11561,2,The function balanceOf() is declared as constant but it is not marked as view. This can lead to potential issues when calling the function from other contracts.,balanceOf
2018-11561,2,The function approve() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,approve
2018-11561,2,The function allowance() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,allowance
2018-11561,2,The function distributeToken() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,distributeToken
2018-11561,3,The function balanceOf() is declared as constant but it is not marked as view. This can lead to potential issues when calling the function from other contracts.,balanceOf
2018-11561,3,The function approve() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,approve
2018-11561,3,The function allowance() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,allowance
2018-11561,3,The function distributeToken() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,distributeToken
2018-11561,4,The function balanceOf() is declared as constant but it is not marked as view. This can lead to potential issues when calling the function from other contracts.,balanceOf
2018-11561,4,The function approve() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,approve
2018-11561,4,The function allowance() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,allowance
2018-11561,4,The function distributeToken() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,distributeToken
2018-11561,5,The function balanceOf() is declared as constant but it is not marked as view. This can lead to potential issues when calling the function from other contracts.,balanceOf
2018-11561,5,The function approve() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,approve
2018-11561,5,The function allowance() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,allowance
2018-11561,5,The function distributeToken() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,distributeToken
2018-11561,6,The function balanceOf() is declared as constant but it is not marked as view. This can lead to potential issues when calling the function from other contracts.,balanceOf
2018-11561,6,The function approve() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,approve
2018-11561,6,The function allowance() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,allowance
2018-11561,6,The function distributeToken() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,distributeToken
2018-11561,7,The function balanceOf() is declared as constant but it is not marked as view. This can lead to potential issues when calling the function from other contracts.,balanceOf
2018-11561,7,The function approve() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,approve
2018-11561,7,The function allowance() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,allowance
2018-11561,7,The function distributeToken() is not marked as payable. This can lead to potential issues when calling the function from other contracts.,distributeToken
