dataname,auditor_idx,vulnerability,function_name
2021-33403,0,Token Devalue,migrate
2021-33403,0,Token Devalue,transfer
2021-33403,0,Token Devalue,transferFrom
2021-33403,0,Token Devalue,approve
2021-33403,0,Token Devalue,setMigrationAgent
2021-33403,0,Token Devalue,setExchangeRate
2021-33403,0,Token Devalue,setICORunning
2021-33403,0,Token Devalue,setTransfer
2021-33403,0,Token Devalue,addInitialInvestor
2021-33403,0,Token Devalue,addToken
2021-33403,0,Token Devalue,setEarlyInvestorExchangeRate
2021-33403,0,Token Devalue,setStartDate
2021-33403,0,Token Devalue,setStartRefund
2021-33403,0,Token Devalue,finalize
2021-33403,0,Token Devalue,refund
