dataname,auditor_idx,vulnerability,function_name
2018-14004,0,Integer Overflow,transfer
2018-14004,0,Integer Overflow,transferFrom
2018-14004,0,Integer Overflow,approve
2018-14004,0,Integer Overflow,balanceOf
2018-14004,0,Integer Overflow,totalSupply
2018-14004,0,Integer Overflow,max
2018-14004,0,Integer Overflow,custom
2018-14004,0,Integer Overflow,available
2018-14004,0,Integer Overflow,i
2018-14004,0,Integer Overflow,funds
2018-14004,0,Integer Overflow,initial
2018-14004,0,Integer Overflow,base
