dataname,auditor_idx,vulnerability,function_name
2018-10299,1,The function mul does not handle potential overflow errors.,mul
2018-10299,1,The function div does not handle potential division by zero errors.,div
2018-10299,1,The function sub does not handle potential underflow errors.,sub
2018-10299,1,The function add does not handle potential overflow errors.,add
2018-10299,1,The function transfer does not handle potential transfer of zero value.,transfer
2018-10299,1,The function balanceOf does not handle potential balance overflow errors.,balanceOf
2018-10299,1,The function transferFrom does not handle potential transfer of zero value.,transferFrom
2018-10299,1,The function approve does not handle potential approval of zero value.,approve
2018-10299,1,The function allowance does not handle potential allowance overflow errors.,allowance
2018-10299,2,The function transfer does not handle potential transfer of zero value.,transfer
2018-10299,2,The function balanceOf does not handle potential balance overflow errors.,balanceOf
2018-10299,2,The function transferFrom does not handle potential transfer of zero value.,transferFrom
2018-10299,2,The function approve does not handle potential approval of zero value.,approve
2018-10299,2,The function allowance does not handle potential allowance overflow errors.,allowance
2018-10299,3,The function transfer does not handle potential transfer of zero value.,transfer
2018-10299,3,The function balanceOf does not handle potential balance overflow errors.,balanceOf
2018-10299,3,The function transferFrom does not handle potential transfer of zero value.,transferFrom
2018-10299,3,The function approve does not handle potential approval of zero value.,approve
2018-10299,3,The function allowance does not handle potential allowance overflow errors.,allowance
2018-10299,4,The function transfer does not handle potential transfer of zero value.,transfer
2018-10299,4,The function balanceOf does not handle potential balance overflow errors.,balanceOf
2018-10299,4,The function transferFrom does not handle potential transfer of zero value.,transferFrom
2018-10299,4,The function approve does not handle potential approval of zero value.,approve
2018-10299,4,The function allowance does not handle potential allowance overflow errors.,allowance
2018-10299,5,The function transfer does not handle potential transfer of zero value.,transfer
2018-10299,5,The function balanceOf does not handle potential balance overflow errors.,balanceOf
2018-10299,5,The function transferFrom does not handle potential transfer of zero value.,transferFrom
2018-10299,5,The function approve does not handle potential approval of zero value.,approve
2018-10299,5,The function allowance does not handle potential allowance overflow errors.,allowance
2018-10299,6,The function transfer does not handle potential transfer of zero value.,transfer
2018-10299,6,The function balanceOf does not handle potential balance overflow errors.,balanceOf
2018-10299,6,The function transferFrom does not handle potential transfer of zero value.,transferFrom
2018-10299,6,The function approve does not handle potential approval of zero value.,approve
2018-10299,6,The function allowance does not handle potential allowance overflow errors.,allowance
