dataname,auditor_idx,vulnerability,function_name
2018-13068,0,Integer Overflow,mintToken
2018-13068,0,Integer Overflow,transfer
2018-13068,0,Integer Overflow,burnFrom
2018-13068,0,Integer Overflow,transferFrom
2018-13068,0,Wrong Logic,<fallback function>
2018-13068,1,Integer Overflow,mintToken
2018-13068,2,Integer Overflow,mintToken
2018-13068,2,Integer Overflow,freezeAccount
2018-13068,2,Integer Overflow,burn
2018-13068,2,Integer Overflow,burnFrom
2018-13068,2,Integer Overflow,approve
2018-13068,2,Integer Overflow,approveAndCall
