dataname,auditor_idx,vulnerability,function_name
2018-14089,0,No vulnerability,balanceOf
2018-14089,0,No vulnerability,transfer
2018-14089,0,No vulnerability,transferFrom
2018-14089,0,No vulnerability,approve
2018-14089,0,No vulnerability,allowance
2018-14089,0,No vulnerability,Transfer
2018-14089,0,No vulnerability,Approval
2018-14089,0,No vulnerability,Burn
2018-14089,0,No vulnerability,enablePurchasing
2018-14089,0,No vulnerability,disablePurchasing
2018-14089,0,No vulnerability,withdrawForeignTokens
2018-14089,0,No vulnerability,getStats
2018-14089,0,No vulnerability,setAIRDROPBounce
2018-14089,0,No vulnerability,setICORatio
2018-14089,0,No vulnerability,setMINfinney
2018-14089,0,No vulnerability,fallback
2018-14089,0,No vulnerability,withdraw
2018-14089,0,No vulnerability,burn
