dataname,auditor_idx,vulnerability,function_name
2018-13129,0,Integer Overflow,mint
2018-13129,0,Integer Overflow,transfer
2018-13129,0,Integer Overflow,transferFrom
2018-13129,0,Integer Overflow,approve
2018-13129,0,Integer Overflow,increaseApproval
2018-13129,0,Integer Overflow,decreaseApproval
2018-13129,1,Integer Overflow,mint
2018-13129,2,Integer Overflow,mint
2018-13129,2,Integer Overflow,mint
2018-13129,2,Integer Overflow,unfreeze
2018-13129,2,Integer Overflow,migrate
2018-13129,2,Integer Overflow,setMigrationMaster
2018-13129,2,Integer Overflow,setMigrationAgent
