dataname,auditor_idx,vulnerability,function_name
2018-12025,0,Lack of Access Control,balanceOf
2018-12025,0,Lack of Access Control,transfer
2018-12025,0,Lack of Access Control,transferFrom
2018-12025,0,Lack of Access Control,approve
2018-12025,0,Lack of Access Control,allowance
2018-12025,0,Lack of Access Control,mintToken
2018-12025,0,Lack of Access Control,freezeAccount
2018-12025,0,Lack of Access Control,changeName
2018-12025,0,Lack of Access Control,changeSymbol
2018-12025,0,Lack of Access Control,changeDecimals
