dataname,auditor_idx,vulnerability,function_name
2018-19831,0,integer overflow,transfer
2018-19831,0,ownership transfer vulnerability,transferOwnership
2018-19831,0,whitelist bypass vulnerability,enableWhitelist
2018-19831,0,whitelist bypass vulnerability,disableWhitelist
2018-19831,0,distribution finish vulnerability,finishDistribution
2018-19831,0,distribution vulnerability,distr
2018-19831,0,distribution vulnerability,airdrop
2018-19831,0,distribution vulnerability,distribution
2018-19831,0,distribution vulnerability,distributeAmounts
2018-19831,0,minimum requirement vulnerability,getTokens
2018-19831,0,balanceOf vulnerability,balanceOf
2018-19831,0,transfer vulnerability,transfer
2018-19831,0,transferFrom vulnerability,transferFrom
2018-19831,0,approve vulnerability,approve
2018-19831,0,allowance vulnerability,allowance
2018-19831,0,getTokenBalance vulnerability,getTokenBalance
2018-19831,0,withdraw vulnerability,withdraw
2018-19831,0,burn vulnerability,burn
2018-19831,0,withdrawForeignTokens vulnerability,withdrawForeignTokens
