dataname,auditor_idx,vulnerability,function_name
2018-10706,0,Integer Overflow,receiveApproval
2018-10706,0,Integer Overflow,transfer
2018-10706,0,Integer Overflow,transferFrom
2018-10706,0,Integer Overflow,generateTokens
2018-10706,0,Integer Overflow,destroyTokens
2018-10706,0,Integer Overflow,freeze
2018-10706,0,Integer Overflow,unFreeze
2018-10706,0,Integer Overflow,changeOwner
2018-10706,0,Integer Overflow,changeTokensPerEther
2018-10706,0,Integer Overflow,changeAirdropQty
2018-10706,0,Integer Overflow,changeAirdropTotalQty
2018-10706,0,Integer Overflow,changePaused
2018-10706,0,Integer Overflow,
