dataname,auditor_idx,vulnerability,function_name
2018-13225,1,Integer Overflow,mintToken
2018-13225,1,Access Control,freezeAccount
2018-13225,1,Access Control,setPrices
2018-13225,1,Integer Overflow,buy
2018-13225,1,Integer Overflow,sell
2018-13225,1,Integer Overflow,burn
2018-13225,2,Bad Randomness,mintToken
2018-13225,2,Bad Randomness,freezeAccount
2018-13225,2,Bad Randomness,setPrices
2018-13225,2,Integer Overflow,buy
2018-13225,2,Integer Overflow,sell
2018-13225,2,Integer Overflow,burn
2018-13225,3,Integer Overflow,mintToken
2018-13225,3,Integer Overflow,freezeAccount
2018-13225,3,Integer Overflow,setPrices
2018-13225,3,Integer Overflow,buy
2018-13225,3,Integer Overflow,sell
2018-13225,3,Integer Overflow,burn
2018-13225,4,Bad Randomness,mintToken
2018-13225,4,Bad Randomness,freezeAccount
2018-13225,4,Bad Randomness,setPrices
2018-13225,4,Integer Overflow,buy
2018-13225,4,Integer Overflow,sell
2018-13225,4,Integer Overflow,burn
2018-13225,5,Integer Overflow,mintToken
2018-13225,5,Integer Overflow,freezeAccount
2018-13225,5,Integer Overflow,setPrices
2018-13225,5,Integer Overflow,buy
2018-13225,5,Integer Overflow,sell
2018-13225,5,Integer Overflow,burn
2018-13225,6,Bad Randomness,mintToken
2018-13225,6,Bad Randomness,freezeAccount
2018-13225,6,Bad Randomness,setPrices
2018-13225,6,Integer Overflow,buy
2018-13225,6,Integer Overflow,sell
2018-13225,6,Integer Overflow,burn
2018-13225,7,Bad Randomness,mintToken
2018-13225,7,Bad Randomness,freezeAccount
2018-13225,7,Bad Randomness,setPrices
2018-13225,7,Integer Overflow,buy
2018-13225,7,Integer Overflow,sell
2018-13225,7,Integer Overflow,burn
