dataname,auditor_idx,vulnerability,function_name
2018-13072,0,unchecked external call,transfer
2018-13072,0,unchecked external call,transferFrom
2018-13072,0,unchecked external call,approve
2018-13072,0,unchecked external call,approveAndCall
2018-13072,0,timestamp dependency,timestamp dependency
2018-13072,0,timestamp dependency,timestamp dependency
2018-13072,0,timestamp dependency,timestamp dependency
2018-13072,0,timestamp dependency,timestamp dependency
2018-13072,0,block number dependency,block number dependency
2018-13072,0,block number dependency,block number dependency
2018-13072,0,block number dependency,block number dependency
2018-13072,0,block number dependency,block number dependency
2018-13072,0,integer overflow,approve
2018-13072,0,integer overflow,withdraw
