dataname,auditor_idx,vulnerability,function_name
2018-13113,0,Integer Overflow,transferFrom
2018-13113,0,Integer Overflow,balanceOf
2018-13113,0,Integer Overflow,approve
2018-13113,1,Constant Function,totalSupply
2018-13113,1,Constant Function,balanceOf
2018-13113,1,Reentrancy Vulnerability,transfer
2018-13113,1,Reentrancy Vulnerability,transferFrom
2018-13113,1,Reentrancy Vulnerability,approve
2018-13113,1,Unchecked Ether Reception,transfer
2018-13113,1,Unchecked Ether Reception,transferFrom
2018-13113,1,Unchecked Ether Reception,approveAndCall
