dataname,auditor_idx,vulnerability,function_name
2018-12702,0,Integer Overflow,receiveApproval
2018-12702,0,Integer Overflow,approveAndCall
2018-12702,0,Integer Overflow,approveAndCallcode
2018-12702,1,Constant function,balanceOf
2018-12702,1,Reentrancy,transfer
2018-12702,1,Reentrancy,transferFrom
2018-12702,1,Reentrancy,approve
2018-12702,1,Constant function,allowance
2018-12702,1,Uninitialized variable,GVE
2018-12702,1,Reentrancy,approveAndCall
2018-12702,1,Reentrancy,approveAndCallcode
2018-12702,2,Arbitrary External Call,transfer
2018-12702,2,Arbitrary External Call,transferFrom
2018-12702,2,Arbitrary External Call,approveAndCall
2018-12702,2,Arbitrary External Call,approveAndCallcode
