dataname,auditor_idx,vulnerability,function_name
2018-13221,0,Missing modifier for function,SafeMath
2018-13221,0,Missing modifier for function,Ownable
2018-13221,0,Missing modifier for function,ERC20Basic
2018-13221,0,Missing modifier for function,ERC20
2018-13221,0,Missing modifier for function,newToken
2018-13221,0,Missing modifier for function,StandardToken
2018-13221,0,Missing modifier for function,Extreme
2018-13221,0,Missing modifier for function,ExtremeToken
2018-13221,0,Missing modifier for function,buy
2018-13221,0,Missing modifier for function,sell
2018-13221,0,Missing modifier for function,mintToken
