dataname,auditor_idx,vulnerability,function_name
2018-12070,0,Integer Overflow,mintToken
2018-12070,0,Access Control,freezeAccount
2018-12070,0,Access Control,setPrices
2018-12070,0,Integer Overflow,buy
2018-12070,0,Integer Overflow,sell
2018-12070,0,Integer Overflow,transferFrom
2018-12070,0,Integer Overflow,burnFrom
2018-12070,0,Integer Overflow,burn
2018-12070,0,Access Control,setOwner
2018-12070,0,Access Control,setWorldOwner
2018-12070,0,Access Control,setVesting
2018-12070,0,Access Control,setParams
2018-12070,0,Access Control,setPrices
2018-12070,0,Access Control,freezeAccount
2018-12070,0,Access Control,freezeAccounts
