dataname,auditor_idx,vulnerability,function_name
2018-11335,0,Integer Overflow,mint
2018-11335,0,Integer Overflow,transfer
2018-11335,0,Integer Overflow,transferFrom
2018-11335,0,Integer Overflow,approve
2018-11335,0,Integer Overflow,increaseApproval
2018-11335,1,Integer Overflow,mint
2018-11335,1,Uncontrolled Send Ether,transfer
2018-11335,1,Uncontrolled Send Ether,transferFrom
2018-11335,1,Uncontrolled Send Ether,approve
2018-11335,1,Uncontrolled Send Ether,increaseApproval
2018-11335,1,Uncontrolled Send Ether,decreaseApproval
2018-11335,1,Uncontrolled Send Ether,setMigrationAgent
2018-11335,1,Uncontrolled Send Ether,setMigrationMaster
2018-11335,2,Integer Overflow,mint
2018-11335,2,Access Control,unfreeze
2018-11335,2,Integer Overflow,migrate
2018-11335,2,Access Control,setMigrationMaster
2018-11335,2,Access Control,setMigrationAgent
