dataname,auditor_idx,vulnerability,function_name
2018-13703,0,Wrong Logic,setEthRate
2018-13703,0,Wrong Logic,setTokenPrice
2018-13703,0,Hardcoded Ether Value,setTransferStatus
2018-13703,0,Critical Dependency,changeIcoStatus
2018-13703,0,Unknown External Call,approveAndCall
2018-13703,0,Reentrancy,transferOwnership
2018-13703,0,Integer Overflow,freezeAccount
2018-13703,0,Critical Dependency,sellOffline
2018-13703,0,Integer Overflow,mintToken
2018-13703,0,Integer Overflow,transfer
2018-13703,0,Integer Overflow,transferFrom
2018-13703,0,Integer Overflow,approve
2018-13703,0,Integer Overflow,approveAndCall
2018-13703,0,Integer Overflow,burn
2018-13703,0,Integer Overflow,burnFrom
