dataname,auditor_idx,vulnerability,function_name
2018-13722,0,Potential integer overflow,safeMul
2018-13722,0,Potential integer overflow,safeDiv
2018-13722,0,Potential integer overflow,safeSub
2018-13722,0,Potential integer overflow,safeAdd
2018-13722,0,Potential overflow,max64
2018-13722,0,Potential overflow,min64
2018-13722,0,Potential overflow,max256
2018-13722,0,Potential overflow,min256
2018-13722,0,Potential reentrancy vulnerability,assert
2018-13722,0,Potential integer overflow,transfer
2018-13722,0,Potential integer overflow,transferFrom
2018-13722,0,Potential integer overflow,balanceOf
2018-13722,0,Potential integer overflow,approve
2018-13722,0,Potential integer overflow,allowance
2018-13722,0,Potential integer overflow,addApproval
2018-13722,0,Potential integer overflow,subApproval
2018-13722,0,Potential integer overflow,burn
2018-13722,0,Potential integer overflow,upgrade
2018-13722,0,Potential integer overflow,setUpgradeAgent
2018-13722,0,Potential integer overflow,getUpgradeState
2018-13722,0,Potential integer overflow,setUpgradeMaster
2018-13722,0,Potential integer overflow,canUpgrade
2018-13722,0,Potential integer overflow,mint
2018-13722,0,Potential integer overflow,setMintAgent
2018-13722,0,Potential integer overflow,HYIPToken
