dataname,auditor_idx,vulnerability,function_name
2018-13081,0,integer overflow,transfer
2018-13081,0,integer overflow,increaseAllowance
2018-13081,0,integer overflow,decreaseAllowance
2018-13081,0,integer overflow,mul
2018-13081,0,integer overflow,div
2018-13081,0,integer overflow,sub
2018-13081,0,integer overflow,add
2018-13081,0,integer overflow,toWei
2018-13081,0,integer overflow,toEther
2018-13081,0,integer overflow,setFuelRate
2018-13081,0,integer overflow,buy
2018-13081,0,integer overflow,withdrawToOwner
