dataname,auditor_idx,vulnerability,function_name
2018-13228,0,Integer Overflow,mintToken
2018-13228,0,Integer Overflow,transfer
2018-13228,0,Integer Overflow,transferFrom
2018-13228,0,Integer Overflow,buy
2018-13228,0,Integer Overflow,sell
2018-13228,1,Integer Overflow,transfer
2018-13228,1,Integer Overflow,transferFrom
2018-13228,1,Wrong Logic,transfer
2018-13228,1,Wrong Logic,transferFrom
2018-13228,1,Access Control,mintToken
2018-13228,1,Access Control,freezeAccount
2018-13228,1,Bad Randomness,transfer
2018-13228,1,Bad Randomness,transferFrom
2018-13228,1,Wrong Logic,buy
2018-13228,1,Wrong Logic,sell
2018-13228,2,Integer Overflow,mintToken
2018-13228,2,Integer Overflow,sell
2018-13228,2,Wrong Logic,mintToken
2018-13228,2,Bad Randomness,mintToken
2018-13228,2,Bad Randomness,sell
2018-13228,2,Access Control,mintToken
2018-13228,2,Access Control,sell
2018-13228,2,Ty Constructor,mintToken
2018-13228,2,Integer Overflow,mintToken
2018-13228,2,Multiple Tokens,mintToken
2018-13228,2,Multiple Tokens,sell
