dataname,auditor_idx,vulnerability,function_name
2018-19830,0,Integer Overflow,setBalance
2018-19830,0,Integer Overflow,transfer
2018-19830,0,Integer Overflow,transferFrom
2018-19830,0,Integer Overflow,approve
2018-19830,0,Integer Overflow,increaseAllowance
2018-19830,0,Integer Overflow,decreaseAllowance
2018-19830,0,Integer Overflow,getBalance
2018-19830,0,Integer Overflow,getAllowance
2018-19830,0,Integer Overflow,setTotalSupply
2018-19830,0,Integer Overflow,setOwner
2018-19830,0,Integer Overflow,setFrozenAccount
2018-19830,0,Integer Overflow,setTransferable
2018-19830,0,Integer Overflow,setLiquidity
