dataname,auditor_idx,vulnerability,function_name
2018-13779,0,Integer Overflow,transfer
2018-13779,0,Integer Overflow,transferFrom
2018-13779,0,Wrong Logic,approveAndCall
2018-13779,0,Bad Randomness,transfer
2018-13779,0,Bad Randomness,transferFrom
2018-13779,0,Bad Randomness,approveAndCall
2018-13779,0,Access Control,transfer
2018-13779,0,Access Control,transferFrom
2018-13779,0,Access Control,approveAndCall
2018-13779,0,Typo Constructor,transfer
2018-13779,0,Typo Constructor,transferFrom
2018-13779,0,Typo Constructor,approveAndCall
