dataname,auditor_idx,vulnerability,function_name
2018-13073,0,No input validation,setPrices
2018-13073,0,No input validation,transfer
2018-13073,0,No input validation,increaseApproval
2018-13073,0,No input validation,transferFrom
2018-13073,0,No input validation,balanceOf
2018-13073,0,No input validation,allowance
2018-13073,0,No input validation,transferAndCall
2018-13073,0,No input validation,unlockAccount
2018-13073,0,No input validation,mintToken
2018-13073,0,No input validation,freezeAccount
