dataname,auditor_idx,vulnerability,function_name
2018-13089,1,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,2,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,3,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,4,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,5,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,6,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,7,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,8,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,9,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,10,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,11,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,12,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,13,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,14,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,15,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,16,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,17,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,18,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,19,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,20,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,21,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,22,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,23,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,24,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,25,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,26,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,27,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,28,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,29,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,30,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,31,The contract does not have a function to check if an address is a contract or not.,TokenERC20
2018-13089,32,The contract does not have a function to check if an address is a contract or not.,TokenERC20
