dataname,auditor_idx,vulnerability,function_name
2018-13533,0,Arbitrary Token Minting,mintToken
2018-13533,0,Integer Overflow,transfer
2018-13533,0,Integer Overflow,transferFrom
2018-13533,0,Integer Overflow,buy
2018-13533,0,Integer Overflow,sell
2018-13533,1,Integer Overflow,mintToken
2018-13533,1,Unrestricted Transfer,transfer
2018-13533,1,Unrestricted Transfer,transferFrom
2018-13533,1,Unrestricted Approval,approve
2018-13533,1,Unrestricted Purchase,buy
2018-13533,1,Unrestricted Sale,sell
2018-13533,2,Integer Overflow,mintToken
2018-13533,2,Access Control,freezeAccount
2018-13533,2,Integer Overflow,setPrices
2018-13533,2,Access Control,setStatus
2018-13533,2,Integer Overflow,deposit
2018-13533,2,Integer Overflow,withdraw
2018-13533,2,Integer Overflow,sell
