dataname,auditor_idx,vulnerability,function_name
2018-14004,0,No Impact,Default fallback function
2018-14004,0,No Impact,Owner flush left-over Ether
2018-14004,0,No Impact,Set balance
2018-14004,0,No Impact,Set price
2018-14004,0,No Impact,Set exchange
2018-14004,0,No Impact,Set fund
2018-14004,0,No Impact,Set initial supply
2018-14004,0,No Impact,Set developer
2018-14004,0,No Impact,Set crowdsale text
2018-14004,0,No Impact,Set compounds
2018-14004,0,No Impact,Set exchange amounts
2018-14004,0,No Impact,Set this balance
2018-14004,0,No Impact,Set owner
2018-14004,0,No Impact,Set Papay20 value
2018-14004,0,No Impact,Set Papay30 value
2018-14004,0,No Impact,Set Papay60 value
2018-14004,0,No Impact,Set minimum balance
2018-14004,0,No Impact,Set maximum balance
2018-14004,0,No Impact,Set limits
2018-14004,0,No Impact,Set gas price
2018-14004,0,No Impact,Set network ID
2018-14004,0,No Impact,Set buyer list
2018-14004,0,No Impact,Set my Ether balance
2018-14004,0,No Impact,Withdraw my Ether
2018-14004,0,No Impact,Withdraw tokens
2018-14004,0,No Impact,Transfer tokens
2018-14004,0,No Impact,Approve spender
2018-14004,0,No Impact,Allowance
