dataname,auditor_idx,vulnerability,function_name
2018-12062,0,Integer Overflow,mintToken
2018-12062,0,Integer Overflow,transfer
2018-12062,0,Integer Overflow,transferFrom
2018-12062,0,Integer Overflow,approve
2018-12062,0,Integer Overflow,approveAndCall
2018-12062,1,Reentrancy,transfer
2018-12062,1,Reentrancy,transferFrom
2018-12062,1,Integer Overflow,buy
2018-12062,1,Integer Underflow,sell
2018-12062,2,Unprotected minting of tokens,transfer
2018-12062,2,Unprotected minting of tokens,transferFrom
