dataname,auditor_idx,vulnerability,function_name
2018-14089,Extract the auditor_idx,Lack of access control,balanceOf
2018-14089,Extract the auditor_idx,Lack of access control,transfer
2018-14089,Extract the auditor_idx,Lack of access control,transferFrom
2018-14089,Extract the auditor_idx,Lack of access control,approve
2018-14089,Extract the auditor_idx,Lack of access control,allowance
2018-14089,Extract the auditor_idx,Lack of access control,enablePurchasing
2018-14089,Extract the auditor_idx,Lack of access control,disablePurchasing
2018-14089,Extract the auditor_idx,Lack of access control,withdrawForeignTokens
2018-14089,Extract the auditor_idx,Lack of access control,getStats
2018-14089,Extract the auditor_idx,Lack of access control,setAIRDROPBounce
2018-14089,Extract the auditor_idx,Lack of access control,setICORatio
2018-14089,Extract the auditor_idx,Lack of access control,setMINfinney
2018-14089,Extract the auditor_idx,Lack of access control,()
2018-14089,Extract the auditor_idx,Lack of access control,withdraw
2018-14089,Extract the auditor_idx,Lack of access control,burn
2018-14089,Extract the auditor_idx,Lack of access control,setPreSaleRate
2018-14089,Extract the auditor_idx,Lack of access control,setPreSaleEndTime
2018-14089,Extract the auditor_idx,Lack of access control,setPreSaleTokens
2018-14089,Extract the auditor_idx,Lack of access control,setPreSaleMaxTokens
2018-14089,Extract the auditor_idx,Lack of access control,setPreSaleMaxContribution
2018-14089,Extract the auditor_idx,Lack of access control,setPreSaleWhitelist
2018-14089,Extract the auditor_idx,Lack of access control,setPreSaleStartTime
2018-14089,Extract the auditor_idx,Lack of access control,setPreSaleEndTime
2018-14089,Extract the auditor_idx,Lack of access control,setPreSaleTokensSold
2018-14089,Extract the auditor_idx,Lack of access control,setPreSaleBalances
