dataname,auditor_idx,vulnerability,function_name
2018-13131,0,Integer Overflow,mint
2018-13131,0,Integer Overflow,transfer
2018-13131,0,Integer Overflow,transferFrom
2018-13131,0,Integer Overflow,approve
2018-13131,0,Integer Overflow,increaseApproval
2018-13131,0,Integer Overflow,decreaseApproval
2018-13131,1,Unrestricted Minting,DSPXToken.mint
2018-13131,1,Transfer Functionality Frozen,DSPXToken.transfer
2018-13131,2,Unrestricted minting,mint
2018-13131,2,Reentrancy,transfer
2018-13131,2,Unrestricted approval,approve
