dataname,auditor_idx,vulnerability,function_name
2018-17968,0,Integer Overflow,enter
2018-17968,0,Integer Overflow,enterWithReferral
2018-17968,0,Integer Overflow,executeRoom
2018-17968,0,Integer Overflow,distributeFunds
2018-17968,0,Integer Overflow,refundPlayersInRoom
2018-17968,2,Access Control,payout
2018-17968,2,Access Control,refund
2018-17968,2,Access Control,room
2018-17968,2,Access Control,withdraw
2018-17968,2,Integer Overflow,refund
2018-17968,2,Integer Overflow,withdraw
2018-17968,2,Access Control,partyOver
2018-17968,2,Access Control,createRoom
2018-17968,2,Integer Overflow,refund
2018-17968,2,Integer Overflow,withdraw
2018-17968,2,Access Control,partyOver
2018-17968,2,Access Control,createRoom
2018-17968,2,Bad Randomness,refund
2018-17968,2,Bad Randomness,withdraw
2018-17968,2,Bad Randomness,partyOver
2018-17968,2,Bad Randomness,createRoom
