dataname,auditor_idx,vulnerability,function_name
2021-34270,0,Incorrect totalSupply calculation,Doftcoin
2021-34270,0,Incorrect miningStorage calculation,Doftcoin
2021-34270,0,Incorrect mining function,Doftcoin
2021-34270,0,Incorrect buy function,Doftcoin
2021-34270,0,Incorrect sell function,Doftcoin
2021-34270,0,Incorrect setPrices function,Doftcoin
2021-34270,0,Incorrect transfer function,Doftcoin
2021-34270,0,Incorrect transferFrom function,Doftcoin
2021-34270,0,Incorrect approve function,Doftcoin
2021-34270,0,Incorrect allowance function,Doftcoin
