dataname,auditor_idx,vulnerability,function_name
2018-13782,0,Integer Overflow,mintToken
2018-13782,0,Integer Overflow,transfer
2018-13782,0,Integer Overflow,transferFrom
2018-13782,1,Integer Overflow,mintToken
2018-13782,2,Unrestricted allowance modification,transfer
2018-13782,2,Potential unauthorized approval,approveAndCall
2018-13782,2,Unrestricted minting of tokens,mintToken
2018-13782,2,Unrestricted token transfer,transferFrom
2018-13782,2,Unrestricted price manipulation,setPrices
2018-13782,2,Arbitrary token purchase,buy
2018-13782,2,Arbitrary token sale,sell
