dataname,auditor_idx,vulnerability,function_name
2018-13836,0,Integer Overflow,multiTransfer
2018-13836,1,Lack of access control,balanceOf
2018-13836,1,Lack of access control,transfer
2018-13836,1,Lack of access control,multiTransfer
2018-13836,1,Lack of access control,transferFrom
2018-13836,1,Lack of access control,approve
2018-13836,1,Lack of access control,setupAirDrop
2018-13836,1,Lack of access control,withdrawFunds
2018-13836,2,Unrestricted Air Drop Setup,setupAirDrop
2018-13836,2,Direct Ether Withdrawal,withdrawFunds
