dataname,auditor_idx,vulnerability,function_name
2018-13783,0,Arbitrary Token Minting,mintToken
2018-13783,0,Unrestricted Ownership Privileges,transfer
2018-13783,0,Integer Overflow in Amount Calculation,sell
2018-13783,0,Integer Overflow in Amount Calculation,buy
2018-13783,1,Integer Overflow,mintToken
2018-13783,1,Unprotected Transfer,transfer
2018-13783,2,Integer Overflow,mintToken
2018-13783,2,Wrong Logic,buy
2018-13783,2,Integer Overflow,sell
2018-13783,2,Access Control,mintToken
2018-13783,2,Access Control,buy
2018-13783,2,Access Control,sell
