dataname,auditor_idx,vulnerability,function_name
2018-13076,0,Integer Overflow,mintToken
2018-13076,0,Wrong Logic,mintToken
2018-13076,0,Bad Randomness,mintToken
2018-13076,0,Access Control,mintToken
2018-13076,0,Typos Constructor,mintToken
2018-13076,0,Token Devalue,mintToken
2018-13076,0,Integer Overflow,setBuyRate
2018-13076,0,Wrong Logic,setBuyRate
2018-13076,0,Bad Randomness,setBuyRate
2018-13076,0,Access Control,setBuyRate
2018-13076,0,Typos Constructor,setBuyRate
2018-13076,0,Token Devalue,setBuyRate
2018-13076,0,Integer Overflow,withdrawToOwner
2018-13076,0,Wrong Logic,withdrawToOwner
2018-13076,0,Bad Randomness,withdrawToOwner
2018-13076,0,Access Control,withdrawToOwner
2018-13076,0,Typos Constructor,withdrawToOwner
2018-13076,0,Token Devalue,withdrawToOwner
