dataname,auditor_idx,vulnerability,function_name
2018-10468,0,Integer Overflow,fallback
2018-10468,0,Integer Overflow,transfer
2018-10468,0,Integer Overflow,transferFrom
2018-10468,1,Integer Overflow,distribute
2018-10468,2,Integer Overflow,transferFrom
2018-10468,2,Integer Overflow,transfer
2018-10468,2,Access Control,approve
2018-10468,2,Integer Overflow,enablePurchasing
2018-10468,2,Integer Overflow,disablePurchasing
2018-10468,2,Integer Overflow,withdrawForeignTokens
2018-10468,2,Integer Overflow,getStats
