dataname,auditor_idx,vulnerability,function_name
2018-13208,0,Integer Overflow,mintToken
2018-13208,0,Integer Overflow,transfer
2018-13208,0,Integer Overflow,transferFrom
2018-13208,0,Integer Overflow,approve
2018-13208,1,Reentrancy,transfer
2018-13208,1,Reentrancy,transferFrom
2018-13208,1,Integer Overflow,buy
2018-13208,1,Integer Overflow,sell
2018-13208,2,Unprotected minting,transfer
2018-13208,2,Unprotected call receiver,approveAndCall
2018-13208,2,Unprotected transfer,transferFrom
2018-13208,2,Unprotected buy function,buy
2018-13208,2,Unprotected sell function,sell
