dataname,auditor_idx,vulnerability,function_name
2021-3006,0,REENTRANCY,burn
2021-3006,0,REENTRANCY,_burnRemaining
2021-3006,0,REENTRANCY,setOwner
2021-3006,0,REENTRANCY,setParams
2021-3006,0,REENTRANCY,buy
2021-3006,0,REENTRANCY,withdraw
2021-3006,0,REENTRANCY,setDAO
2021-3006,0,REENTRANCY,setPoolAddress
2021-3006,0,REENTRANCY,setTokenSeller
2021-3006,0,REENTRANCY,buyTokens
2021-3006,0,REENTRANCY,addBalance
2021-3006,0,REENTRANCY,_checkMinMax
2021-3006,0,REENTRANCY,_addBalance
2021-3006,0,REENTRANCY,_getBalance
