dataname,auditor_idx,vulnerability,function_name
2018-17877,0,Integer Overflow,getHeartPrice
2018-17877,0,Integer Overflow,buyHeart
2018-17877,0,Integer Overflow,win
2018-17877,0,Integer Overflow,getFullround
2018-17877,0,Integer Overflow,getMyRevenue
2018-17877,0,Integer Overflow,withdrawOwner
2018-17877,0,Integer Overflow,luckybuy
2018-17877,0,Integer Overflow,withdraw
2018-17877,0,Integer Overflow,getTimeLeft
2018-17877,0,Integer Overflow,RoundHeart
2018-17877,0,Integer Overflow,RoundETH
2018-17877,0,Integer Overflow,RoundTime
2018-17877,0,Integer Overflow,RoundPayMask
2018-17877,0,Integer Overflow,RoundLastGreedyMan
2018-17877,0,Integer Overflow,Round
2018-17877,0,Integer Overflow,onwerfee
2018-17877,0,Integer Overflow,luckybuyTracker_
2018-17877,0,Integer Overflow,Luckybuy
2018-17877,0,Integer Overflow,RoundMyHeart
2018-17877,0,Integer Overflow,RoundMyPayMask
2018-17877,0,Integer Overflow,MyreferredRevenue
