dataname,auditor_idx,vulnerability,function_name
2018-12070,0,Integer Overflow,distribute
2018-12070,0,Wrong Logic,distribute
2018-12070,0,Bad Randomness,distribute
2018-12070,0,Access Control,distribute
2018-12070,0,Typo Constructor,mintToken
2018-12070,0,Bad Randomness,transferFrom
2018-12070,0,Denial of Service,PayWinner
2018-12070,0,Typo Constructor,claimThrone
2018-12070,0,Typo Constructor,mintToken
2018-12070,0,Access Control,freezeAccount
2018-12070,0,Typo Constructor,setPrices
2018-12070,0,Integer Overflow,sell
2018-12070,0,Integer Overflow,buy
