dataname,auditor_idx,vulnerability,function_name
2018-14084,0,Lack of Access Control,TokenERC20
2018-14084,0,Lack of Access Control,MyAdvancedToken
2018-14084,0,Lack of Ownership Transfer,TokenERC20
2018-14084,0,Lack of Ownership Transfer,MyAdvancedToken
2018-14084,0,Lack of Token Burning,TokenERC20
2018-14084,0,Lack of Token Burning,MyAdvancedToken
2018-14084,0,Lack of Token Approval,TokenERC20
2018-14084,0,Lack of Token Approval,MyAdvancedToken
2018-14084,0,Lack of Token Transfer,TokenERC20
2018-14084,0,Lack of Token Transfer,MyAdvancedToken
2018-14084,0,Lack of Token Balance Check,TokenERC20
2018-14084,0,Lack of Token Balance Check,MyAdvancedToken
2018-14084,0,Lack of Token Allowance Check,TokenERC20
2018-14084,0,Lack of Token Allowance Check,MyAdvancedToken
2018-14084,0,Lack of Token Approval Check,TokenERC20
2018-14084,0,Lack of Token Approval Check,MyAdvancedToken
2018-14084,0,Lack of Token Balance Update,TokenERC20
2018-14084,0,Lack of Token Balance Update,MyAdvancedToken
2018-14084,0,Lack of Token Allowance Update,TokenERC20
2018-14084,0,Lack of Token Allowance Update,MyAdvancedToken
2018-14084,0,Lack of Token Approval Update,TokenERC20
2018-14084,0,Lack of Token Approval Update,MyAdvancedToken
2018-14084,0,Lack of Token Balance Transfer,TokenERC20
2018-14084,0,Lack of Token Balance Transfer,MyAdvancedToken
2018-14084,0,Lack of Token Balance Burn,TokenERC20
2018-14084,0,Lack of Token Balance Burn,MyAdvancedToken
2018-14084,0,Lack of Token Balance Approval,TokenERC20
2018-14084,0,Lack of Token Balance Approval,MyAdvancedToken
