dataname,auditor_idx,vulnerability,function_name
2018-13077,0,Lack of access control,transferOwnership
2018-13077,0,Lack of access control,transfer
2018-13077,0,Lack of access control,transferFrom
2018-13077,0,Lack of access control,approve
2018-13077,0,Lack of access control,approveAndCall
2018-13077,0,Lack of access control,burn
2018-13077,0,Lack of access control,burnFrom
2018-13077,0,Lack of access control,mintToken
2018-13077,0,Lack of access control,freezeAccount
2018-13077,0,Lack of access control,setPrices
2018-13077,0,Lack of access control,buy
2018-13077,0,Lack of access control,sell
