dataname,auditor_idx,vulnerability,function_name
2018-12975,0,Integer Overflow,multiple Functions
2018-12975,0,Wrong Logic,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Integer Overflow,multiple Functions
2018-12975,0,Integer Overflow,multiple Functions
2018-12975,0,Integer Overflow,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Wrong Logic,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
2018-12975,0,Access Control,multiple Functions
