dataname,auditor_idx,vulnerability,function_name
2018-13703,0,Integer Overflow,sellOffline
2018-13703,0,Wrong Logic,mintToken
2018-13703,0,Access Control,adm_transfer
2018-13703,1,Integer Overflow,mintToken
2018-13703,2,Integer Overflow,sellOffline
2018-13703,2,Wrong Logic,transfer
2018-13703,2,Wrong Logic,transferFrom
2018-13703,2,Wrong Logic,approve
2018-13703,2,Wrong Logic,burn
2018-13703,2,Wrong Logic,burnFrom
2018-13703,2,Access Control,transferOwnership
2018-13703,2,Access Control,freezeAccount
2018-13703,2,Access Control,mintToken
2018-13703,2,Access Control,adm_transfer
