dataname,auditor_idx,vulnerability,function_name
2018-13071,0,Typo Constructor,constructor
2018-13071,0,Typo Constructor,getAddresses
2018-13071,0,Typo Constructor,distributeTokens
2018-13071,0,Typo Constructor,mintToken
2018-13071,0,Typo Constructor,freezeAccount
2018-13071,0,Typo Constructor,setPrices
2018-13071,0,Typo Constructor,buy
2018-13071,0,Typo Constructor,sell
2018-13071,1,Integer Overflow,transfer
2018-13071,1,Integer Overflow,transferFrom
2018-13071,1,Integer Overflow,distributeTokens
2018-13071,1,Integer Overflow,buy
2018-13071,1,Integer Overflow,sell
2018-13071,3,Access Control,transfer
2018-13071,3,Access Control,approve
2018-13071,3,Access Control,transferFrom
2018-13071,3,Access Control,mintToken
2018-13071,3,Access Control,freezeAccount
2018-13071,3,Access Control,setPrices
2018-13071,4,Integer Overflow,transfer
2018-13071,4,Integer Overflow,transferFrom
2018-13071,4,Integer Overflow,mintToken
2018-13071,4,Integer Overflow,distributeTokens
2018-13071,4,Integer Overflow,sell
2018-13071,2,Integer Overflow,transfer
2018-13071,2,Wrong Logic,transferFrom
2018-13071,2,Bad Randomness,distributeTokens
2018-13071,2,Access Control,mintToken
2018-13071,2,Access Control,freezeAccount
2018-13071,2,Access Control,setPrices
2018-13071,2,Access Control,buy
