dataname,auditor_idx,vulnerability,function_name
2018-13227,0,Potential Reentrancy Vulnerability,MoneyChainNetTokenSell
2018-13227,0,Potential Reentrancy Vulnerability,MoneyChainNetTokenBuy
2018-13227,0,Potential Reentrancy Vulnerability,MoneyChainNetTokenSellAndBuy
2018-13227,0,Potential Reentrancy Vulnerability,MoneyChainNetTokenSellAndBuy2
2018-13227,0,Potential Reentrancy Vulnerability,MoneyChainNetTokenSellAndBuy3
2018-13227,0,Potential Reentrancy Vulnerability,MoneyChainNetTokenSellAndBuy4
2018-13227,0,Potential Reentrancy Vulnerability,MoneyChainNetTokenSellAndBuy5
2018-13227,0,Potential Reentrancy Vulnerability,MoneyChainNetTokenSellAndBuy6
2018-13227,0,Potential Reentrancy Vulnerability,MoneyChainNetTokenSellAndBuy7
2018-13227,0,Potential Reentrancy Vulnerability,MoneyChainNetTokenSellAndBuy8
