dataname,auditor_idx,vulnerability,function_name
2021-3004,0,Lack of access control,MyAdvancedToken
2021-3004,0,Unchecked return value,MyAdvancedTokenFactory
2021-3004,0,Unchecked return value,MyAdvancedToken2
2021-3004,0,Unchecked return value,MyAdvancedToken3
2021-3004,0,Unchecked return value,MyAdvancedToken4
2021-3004,0,Unchecked return value,MyAdvancedToken5
2021-3004,0,Unchecked return value,_FreePool
2021-3004,0,Unchecked return value,IAdvancedToken
2021-3004,0,Unchecked return value,ERC20
2021-3004,0,Unchecked return value,ERC223
2021-3004,0,Unchecked return value,ERC223Factory
2021-3004,0,Unchecked return value,ERC20Factory
2021-3004,0,Unchecked return value,Owned
2021-3004,0,Unchecked return value,YLCToken
2021-3004,0,Unchecked return value,setOwner
2021-3004,0,Unchecked return value,setParams
2021-3004,0,Unchecked return value,setBalances
2021-3004,0,Unchecked return value,set setBalance
2021-3004,0,Unchecked return value,setMyParam
2021-3004,0,Unchecked return value,setMyParam2
2021-3004,0,Unchecked return value,setMyToken
2021-3004,0,Unchecked return value,setUser
2021-3004,0,Unchecked return value,_setChainId
2021-3004,0,Unchecked return value,_setMarket
2021-3004,0,Unchecked return value,_setBalances
2021-3004,0,Unchecked return value,_approve
2021-3004,0,Unchecked return value,_transferFrom
2021-3004,0,Unchecked return value,_burn
