dataname,auditor_idx,vulnerability,function_name
2018-13127,0,Integer Overflow,mint
2018-13127,0,Access Control,unfreeze
2018-13127,0,Access Control,transfer
2018-13127,0,Access Control,transferFrom
2018-13127,0,Access Control,balanceOf
2018-13127,0,Access Control,totalSupply
2018-13127,0,Access Control,setBalance
2018-13127,0,Access Control,setAllowance
2018-13127,0,Access Control,increaseApproval
2018-13127,0,Access Control,decreaseApproval
2018-13127,0,Integer Overflow,add
2018-13127,0,Integer Overflow,sub
2018-13127,0,Integer Overflow,mul
2018-13127,0,Integer Overflow,div
