dataname,auditor_idx,vulnerability,function_name
2018-14001,0,Integer Overflow,batchTransfer
2018-14001,0,Wrong Logic,Trade
2018-14001,0,Wrong Logic,Buy
2018-14001,1,Integer Overflow,output_list
2018-14001,1,Integer Overflow,batchTransfer
2018-14001,1,Integer Overflow,Trade
2018-14001,1,Integer Overflow,Sell
2018-14001,3,Integer Overflow,Trade
2018-14001,4,Integer Overflow,batchTransfer
2018-14001,2,Integer Overflow,cashOut
2018-14001,2,Integer Overflow,airDrop
2018-14001,2,Integer Overflow,Sell
2018-14001,2,Wrong Logic,cashOut
2018-14001,2,Wrong Logic,airDrop
2018-14001,2,Wrong Logic,Sell
2018-14001,2,Typos Constructor,cashOut
2018-14001,2,Typos Constructor,airDrop
2018-14001,2,Typos Constructor,Sell
