dataname,auditor_idx,vulnerability,function_name
2018-13225,0,Integer Overflow,mintToken
2018-13225,0,Integer Overflow,transfer
2018-13225,0,Integer Overflow,transferFrom
2018-13225,0,Integer Overflow,approve
2018-13225,0,Typo Constructor,mintToken
2018-13225,1,Reentrancy,transfer
2018-13225,1,Reentrancy,transferFrom
2018-13225,1,Integer Overflow,buy
2018-13225,1,Integer Underflow,sell
2018-13225,2,Reentrancy,transfer
2018-13225,2,Reentrancy,transferFrom
2018-13225,2,Unrestricted Approval,approveAndCall
2018-13225,2,Unrestricted Minting,mintToken
2018-13225,2,Unrestricted Burning,burn
2018-13225,2,Unrestricted Price Manipulation,setPrices
2018-13225,2,Unrestricted Purchase,buy
2018-13225,2,Unrestricted Sale,sell
2018-13225,2,Unrestricted Freezing,freezeAccount
