dataname,auditor_idx,vulnerability,function_name
2018-14715,0,integer overflow,transfer
2018-14715,0,integer overflow,transferFrom
2018-14715,0,integer overflow,mint
2018-14715,0,integer overflow,mintBatch
2018-14715,0,integer overflow,mintPack
2018-14715,0,integer overflow,buyPack
2018-14715,0,integer overflow,getToken
2018-14715,0,integer overflow,getStack
2018-14715,0,integer overflow,submitStack
2018-14715,0,integer overflow,submitCounterStack
2018-14715,0,integer overflow,counterOfStack
2018-14715,0,integer overflow,mode
2018-14715,0,integer overflow,round
2018-14715,0,integer overflow,lastBlock
2018-14715,0,integer overflow,commitBlock
2018-14715,0,integer overflow,lastActor
2018-14715,0,integer overflow,commit
2018-14715,0,integer overflow,totalSupply
2018-14715,0,integer overflow,tokensOfOwner
2018-14715,0,integer overflow,withdraw
2018-14715,0,integer overflow,withdrawToken
2018-14715,0,integer overflow,transferStackAndCall
2018-14715,0,integer overflow,contractFallback
2018-14715,0,integer overflow,isContract
