dataname,auditor_idx,vulnerability,function_name
2018-13076,0,unchecked external call,transfer
2018-13076,0,unchecked external call,approve
2018-13076,0,unchecked external call,transferFrom
2018-13076,0,unchecked external call,approveAndCall
2018-13076,0,timestamp dependency,approve
2018-13076,0,timestamp dependency,transferFrom
2018-13076,0,timestamp dependency,approveAndCall
2018-13076,0,integer overflow,transfer
2018-13076,0,timestamp dependency,approve
2018-13076,0,timestamp dependency,setBuyRate
2018-13076,0,timestamp dependency,setSelling
2018-13076,0,timestamp dependency,buy
2018-13076,0,timestamp dependency,withdrawToOwner
