dataname,auditor_idx,vulnerability,function_name
2019-15078,0,Integer Underflow,getTokens
2019-15078,0,Blacklist,getTokens
2019-15078,0,Value Decrease,getTokens
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
2019-15078,0,Integer Underflow,distr
