dataname,auditor_idx,vulnerability,function_name
2018-13625,0,Integer Overflow,transfer
2018-13625,0,Integer Overflow,lend
2018-13625,0,Integer Overflow,repayLoan
2018-13625,3,Integer Overflow,setlvlToken
2018-13625,4,Integer Overflow,setlvlToken
2018-13625,1,Integer Overflow,setBalance
2018-13625,2,Integer Overflow,setlvlToken
2018-13625,2,Access Control,freezelvlAccount
2018-13625,2,Integer Overflow,setlvlSign
2018-13625,2,Integer Overflow,setlvlNominalValue
2018-13625,2,Integer Overflow,setlvlUpdate
2018-13625,2,Access Control,setlvlWebsite
2018-13625,2,Access Control,transfekbolOwnership
2018-13625,2,Access Control,transfekbolPlutocrat
2018-13625,2,Integer Overflow,loanRepaid
2018-13625,2,Access Control,repayLoan
2018-13625,2,Access Control,setlvSignedAddress
2018-13625,2,Access Control,setlvWebsite
2018-13625,2,Access Control,setlvNfee
