dataname,auditor_idx,vulnerability,function_name
2018-11411,0,Integer Overflow,distributeFUD
2018-11411,0,Bad Randomness,distributeFUD
2018-11411,0,Access Control,distributeFUD
2018-11411,0,Typo Constructor,distributeFUD
2018-11411,0,Token Devalue,distributeFUD
2018-11411,0,Integer Overflow,getEthBalance
2018-11411,0,Access Control,getEthBalance
2018-11411,0,Integer Overflow,withdrawForeignTokens
2018-11411,0,Access Control,withdrawForeignTokens
2018-11411,0,Integer Overflow,transfer
2018-11411,0,Bad Randomness,transfer
2018-11411,0,Access Control,transfer
2018-11411,0,Integer Overflow,approve
2018-11411,0,Access Control,approve
2018-11411,0,Integer Overflow,allow
2018-11411,0,Access Control,allow
