dataname,auditor_idx,vulnerability,function_name
2018-10299,0,Integer Overflow,mul
2018-10299,0,Integer Overflow,div
2018-10299,0,Integer Overflow,sub
2018-10299,0,Integer Overflow,add
2018-10299,0,Integer Overflow,transfer
2018-10299,0,Integer Overflow,balanceOf
2018-10299,0,Integer Overflow,transferFrom
2018-10299,0,Integer Overflow,approve
2018-10299,0,Integer Overflow,allowance
2018-10299,0,Integer Overflow,transfer
2018-10299,0,Integer Overflow,transferFrom
2018-10299,0,Integer Overflow,approve
2018-10299,0,Integer Overflow,allowance
2018-10299,0,Integer Overflow,batchTransfer
2018-10299,0,Integer Overflow,BecToken
