dataname,auditor_idx,vulnerability,function_name
2018-13082,0,Integer Overflow,mintToken
2018-13082,0,Wrong Logic,mintToken
2018-13082,1,Modification of Ownership,transferOwnership
2018-13082,1,Burnable Token,burn
2018-13082,1,Burnable Token,burnFrom
2018-13082,1,Transfer Function,transfer
2018-13082,1,Transfer Function,transferFrom
2018-13082,1,Token Recipient Interface,approveAndCall
2018-13082,2,Unnecessary Inheritance,owned
2018-13082,2,Incorrect Initialization,ModiTokenERC20
2018-13082,2,Lack of Input Validation,transfer
2018-13082,2,Lack of Allowance Check,transferFrom
2018-13082,2,Reentrancy Vulnerability,approve
2018-13082,2,Lack of Burn Validation,burn
2018-13082,2,Lack of Burn Validation,burnFrom
2018-13082,2,Minting Uncontrolled,mintToken
2018-13082,2,Uncontrolled Freeze,freezeAccount
2018-13082,2,Uncontrolled Price Manipulation,setPrices
2018-13082,2,Uncontrolled Purchase,buy
2018-13082,2,Uncontrolled Sale,sell
