dataname,auditor_idx,vulnerability,function_name
2018-14715,0,Integer Overflow,mint
2018-14715,0,Integer Overflow,mintPack
2018-14715,0,Integer Overflow,transfer
2018-14715,0,Integer Overflow,transferFrom
2018-14715,0,Integer Overflow,balanceOf
2018-14715,0,Integer Overflow,ownerOf
2018-14715,0,Integer Overflow,allowance
2018-14715,0,Integer Overflow,approve
2018-14715,0,Integer Overflow,getToken
2018-14715,0,Integer Overflow,getStack
2018-14715,0,Integer Overflow,getMixedStack
2018-14715,0,Integer Overflow,totalSupply
2018-14715,0,Integer Overflow,tokensOfOwner
2018-14715,0,Integer Overflow,withdraw
2018-14715,0,Integer Overflow,withdrawToken
2018-14715,0,Integer Overflow,transferStackAndCall
2018-14715,0,Integer Overflow,contractFallback
2018-14715,0,Integer Overflow,isContract
2018-14715,0,Integer Overflow,onTransferStack
2018-14715,0,Integer Overflow,startSlammerTime
2018-14715,0,Integer Overflow,transferBack
