dataname,auditor_idx,vulnerability,function_name
2018-13782,0,Integer Overflow,mintToken
2018-13782,0,Integer Overflow,transfer
2018-13782,0,Integer Overflow,transferFrom
2018-13782,0,Integer Overflow,buy
2018-13782,0,Integer Overflow,sell
2018-13782,1,Integer Overflow,functionName
2018-13782,1,Wrong Logic,functionName
2018-13782,1,Bad Randomness,functionName
2018-13782,1,Access Control,functionName
2018-13782,1,Typo Constructor,functionName
2018-13782,2,Integer Overflow,mintToken
2018-13782,2,Bad Randomness,sell
